y_forecast
10.707888
10.6593685
11.095882
10.828164
11.222171
10.743161
11.261888
10.5635805
11.18028
10.624719
11.11453
10.622728
10.637124
10.883872
10.556729
10.81588
10.698626
10.437409
10.861472
10.694359
10.630031
10.6994295
10.812495
10.52366
10.874602
10.246539
10.548396
10.82301
10.326811
10.534679
10.117644
10.484191
10.608078
10.954996
10.6522455
10.995943
10.593216
11.063192
10.372817
10.985115
10.474991
10.97246
10.425481
10.38396
10.730654
10.423351
10.67703
10.3209305
10.448126
10.629871
10.542284
10.44937
10.553881
10.598833
10.341421
10.567852
9.931302
10.4727
10.497499
10.361605
10.260352
9.937151
10.263554
10.585447
10.692022
10.432102
10.751239
10.495167
10.914301
10.388845
10.752838
10.365417
10.844655
10.252294
10.160629
10.630107
10.399756
10.379341
10.050809
10.262732
10.332282
10.495681
10.387313
10.313488
10.3417015
10.365043
10.279697
9.687749
10.235694
10.1787815
10.198018
10.060367
9.79123
10.011917
10.46313
10.446986
10.230829
10.509499
10.399572
10.72037
10.3184595
10.498929
10.366719
10.641341
10.069037
9.966095
10.467381
10.282879
10.061108
9.800242
10.005005
10.048953
10.226968
10.126491
10.083571
10.073438
10.160679
10.013227
9.495334
9.989885
9.897614
10.025892
9.832216
9.574191
9.684825
10.051355
10.067686
9.955905
10.163439
10.287706
10.3197975
10.044265
10.160103
10.344837
10.225098
9.738581
9.650667
10.141255
9.946405
9.686549
9.494893
9.605693
9.65452
9.811469
9.804944
9.802014
9.762796
9.82501
9.620527
9.211438
9.604823
9.556797
9.741975
9.494606
9.095248
9.022719
9.236347
9.213038
9.207932
9.457218
9.514052
9.539526
9.353711
9.459239
9.537541
9.422669
9.066381
9.021853
9.342316
9.232368
8.972245
8.828148
8.838351
8.938416
9.05686
9.097513
9.115622
9.109051
9.156215
8.855341
8.605254
8.827583
8.864569
9.018298
8.815438
8.538789
8.578681
8.745244
8.742784
8.77769
9.052693
9.065037
9.095795
8.890226
9.016939
9.035677
8.949409
8.62902
8.599712
8.851939
8.787065
8.529807
8.384634
8.350822
8.455649
8.590396
8.638286
8.678773
8.686357
8.734011
8.43916
8.194621
8.359396
8.443403
8.534444
8.446024
8.264841
8.426847
8.576958
8.572712
8.627123
8.917365
8.945204
8.971022
8.732011
8.85374
8.873395
8.789575
8.464923
8.442141
8.708617
8.641431
8.381611
8.218732
8.155583
8.262803
8.424493
8.474991
8.522195
8.546338
8.587745
8.297681
8.054319
8.208724
8.298664
8.347636
8.326089
8.222373
8.472265
8.626245
8.618044
8.664528
8.970423
9.0384445
9.060879
8.801083
8.899095
8.914224
8.815325
8.481819
8.45239
8.821289
8.723462
8.45735
8.246874
8.140784
8.254173
8.464469
8.512425
8.560824
8.612843
8.641774
8.339517
8.079234
8.258761
8.33799
8.377703
8.346254
8.233006
8.504091
8.666724
8.6637
8.670137
8.946529
9.06969
9.086539
8.841276
8.929429
8.947068
8.852989
8.521519
8.483535
8.883108
8.769553
8.513833
8.269191
8.160523
8.275393
8.512389
8.53573
8.571643
8.6589775
8.671624
8.37355
8.099143
8.305255
8.387449
8.369919
8.452719
8.503428
8.889264
9.112305
9.093299
9.052634
9.256913
9.468233
9.451944
9.232372
9.300223
9.366193
9.270493
8.925582
8.858538
9.321066
9.16351
8.915137
8.654591
8.547401
8.640375
8.913901
8.923621
8.9537
9.035246
9.025672
8.74957
8.473603
8.706183
8.76975
8.731701
8.819381
9.04722
9.382077
9.729527
9.698237
9.61739
9.721821
10.025861
10.016883
9.7500515
9.81783
9.933842
9.838816
9.462647
9.361922
9.970221
9.724042
9.471364
9.204016
9.098445
9.165674
9.459926
9.51727
9.5458
9.531789
9.505903
9.330434
8.98228
9.275659
9.300443
9.293027
9.336222
9.409788
9.66928
10.111712
10.117306
10.026359
10.126452
10.418445
10.419581
10.093246
10.187904
10.316557
10.211767
9.842095
9.691799
10.358744
10.153119
9.854823
9.621785
9.484668
9.535685
9.88674
10.016297
9.978948
9.862545
9.840247
9.727312
9.292188
9.724284
9.68946
9.703696
9.698461
9.566335
9.765336
10.224337
10.223757
10.187875
10.333676
10.413876
10.586643
10.213207
10.327914
10.4164505
10.3400135
9.994769
9.828176
10.484872
10.330333
9.992618
9.80234
9.639915
9.69922
10.078604
10.174103
10.154433
9.999497
9.972037
9.891287
9.3876915
9.95684
9.870587
9.8686075
9.845174
9.674865
9.814199
10.25235
10.252129
10.282645
10.446632
10.372558
10.696306
10.269153
10.392453
10.438731
10.380366
10.059772
9.895473
10.504221
10.391757
10.032905
9.887345
9.700456
9.765549
10.174921
10.209593
10.212472
10.053382
10.006147
9.944032
9.424242
10.077725
9.970599
9.95527
9.9396105
9.752782
9.871861
10.27563
10.272319
10.374321
10.530367
10.3470335
10.717015
10.3151045
10.439961
10.439684
10.404667
10.097655
9.946341
10.505609
10.4359665
10.065961
9.957635
9.752479
9.81646
10.227266
10.218208
10.236629
